,ID_SALES,text,text_clean,Sentiment
699,HC4728A, man we have been sitting in #UA4753 on the tarmac for 30 mins...rescue us please!, man we have been sitting in ua4753 on the tarmac for 30 mins rescue us please ,positive
700,HD382A," hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai", hi yes need a free hotel stay in honalulu due to 4 hour delayua53 since we will miss our second flight to kauai,positive
701,HD2683A," Sent your way, thanks for the help.", sent your way thanks for the help ,positive
702,HD3320A,'s new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1, s new ceo robin hayes battles to appease passengers and wall street business in savannah ,negative
703,HS1218A, I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y, i can t check in or add a bag your website isn t working i ve tried both desktop and mobile ,neutral
704,HD4075A," Thanks for explanation. It seems like an odd incentive structure, tho, because it dramatically diminishes the value of the certs.", thanks for explanation it seems like an odd incentive structure tho because it dramatically diminishes the value of the certs ,positive
705,HN407A, today my family gets to experience #mosaic status w/ me! #LifeIsGood, today my family gets to experience mosaic status w me lifeisgood,positive
706,HD2784A,", thanks for not guarantee that you can not deli ever my bags to my hotel, when bag missed connection. #sFO #customerservicenot", thanks for not guarantee that you can not deli ever my bags to my hotel when bag missed connection sfo customerservicenot,positive
707,HD1955A, I hope so. Last I spoke to the baggage team... they weren't sure what city my bag was in., i hope so last i spoke to the baggage team they weren t sure what city my bag was in ,positive
708,CC4930A," Why doesn't your ""Best Fare Finder"" work?", why doesn t your best fare finder work ,negative
709,HD4420A," - how do I get an answer to my question?  Holding for hours , after 6x getting your message just said you aren't taking calls.", how do i get an answer to my question holding for hours after 6x getting your message just said you aren t taking calls ,neutral
710,HC3679A, I sure do. I'm running version 3.10.0, i sure do i m running version 3 10 0,neutral
711,HC1582A, Landed at MCO before 9am and still don't have my bag. You were supposed to give it to Disney's Magical Express this AM.I am livid!, landed at mco before 9am and still don t have my bag you were supposed to give it to disney s magical express this am i am livid ,negative
712,HC3415A,. Not what's been shared by the pilot with passengers!, not what s been shared by the pilot with passengers ,negative
713,HD4510T, it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome, it was ua flight 1001 now i m currently stuck in portland because i missed my ride because of the 3 hour delay getmartyhome,negative
714,ST4323A, been on hold over an hr to rebook a Cancelled Flighted flight. Do you have anyone working???, been on hold over an hr to rebook a cancelled flighted flight do you have anyone working ,negative
715,HD1033A, pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else Å”ĀĀĀ©Å”ĀĀĀ«Å”ĀĀĀ¢, pleaseeee resume direct flights from fll to phl i don t want to fly with anyone else ,neutral
716,HD1348T, thank you for the help!!, thank you for the help ,positive
717,HD2384A, Will do. I appreciate the response., will do i appreciate the response ,positive
718,HD4890A, You guys are totally losing me. I've been an AA fan for years but telling me reps are busy and hanging up on me is really bad., you guys are totally losing me i ve been an aa fan for years but telling me reps are busy and hanging up on me is really bad ,negative
719,HN3638T, it still says that I can't check into my flight because the information is incorrect but everything is entered correctly, it still says that i can t check into my flight because the information is incorrect but everything is entered correctly,negative
720,SG2494A, allowing passengers on my flight to block exit of plane, allowing passengers on my flight to block exit of plane,positive
721,HD4158A," Done, but I need the receipt ASAP. Could you please help? #150219-000114", done but i need the receipt asap could you please help 150219 000114,positive
722,HD2049A, was wondering if you guys recieved my dm and we're able to potentially respond asap, was wondering if you guys recieved my dm and we re able to potentially respond asap,neutral
723,HD4371A," the communications seems to be an issue too, no?", the communications seems to be an issue too no ,neutral
724,HD1522A, then why did my whole team be able to put there carry ons under the plane, then why did my whole team be able to put there carry ons under the plane,neutral
725,HD3618A, no thanks, no thanks,negative
726,HS2302A,  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever, always a fucken nightmare with your airline fail lazy alwayslate flight worstairlineever,negative
727,HD2106T, thanks! Will you guys be getting the A380s anytime soon?, thanks will you guys be getting the a380s anytime soon ,positive
728,HC1073A," Good evening, UA. Can you assist with an issue via DM?", good evening ua can you assist with an issue via dm ,positive
729,IC31A, sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?, sorry doesn t help it s midnight pst how in the hell am i still on hold after 90 minutes on customer service line ,negative
730,HD3816T, also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing., also doesn t help me i m a very frequent flier and united premiere gold apparently that means nothing ,negative
731,CD2753A, What @dhepburn said., what said ,neutral
732,HD2294A, thanks!, thanks ,positive
733,HC4351A, that's not what I asked :)) I'm looking to change a Flight Booking Problems for 03.03. Can you help, that s not what i asked i m looking to change a flight booking problems for 03 03 can you help,negative
734,HIS1871T, with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept, with karen and found her unhelpful and rude called united at the time told she could board but karen would not accept,negative
735,HS2371A, it was your fault the flight was delayed to begin with. I shouldn't have to check my bag if there's a bunch of space, it was your fault the flight was delayed to begin with i shouldn t have to check my bag if there s a bunch of space,negative
736,HD3694A, You don't care about keeping your customers safe or at least you didn't care about my sister, you don t care about keeping your customers safe or at least you didn t care about my sister,negative
737,HD4359A," JFK T5 north check in. 3 bag drop ladies, 1 has been checking in someone for the entire time; another doing check ins too.", jfk t5 north check in 3 bag drop ladies 1 has been checking in someone for the entire time another doing check ins too ,neutral
738,HS3904A, yes had to go pick up and pay 40 cab ride very rude employee poor customer service, yes had to go pick up and pay 40 cab ride very rude employee poor customer service,negative
739,HD2871A," I'm really craving your pretzels, please send me some.", i m really craving your pretzels please send me some ,positive
740,HC4110A, @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket, wow what an amazing video great world guys bluemanity corevalues passion aerojobmarket,positive
741,HD480A," on hold for TWO HOURS now, pick up the PHONEEEEE", on hold for two hours now pick up the phoneeeee,neutral
742,HC1147A," dm me your email address,  I will tell you my ordeal, then you tell me what you think is fair", dm me your email address i will tell you my ordeal then you tell me what you think is fair,positive
743,SG4931T," #AmericanView
The view of Oregon from seat 31F, flight AA1469 2/22/15 http://t.co/t9JBN9WZtq", americanview the view of oregon from seat 31f flight aa1469 2 22 15 ,neutral
744,HD739A, thank you for following up!, thank you for following up ,positive
745,HN407A," hey, I missed my outbound flight - can I still use my return ticket?", hey i missed my outbound flight can i still use my return ticket ,negative
746,HC2360A,"Nice RT : The man of steel might be faster, but we have WiFi ÄĀĀ just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX",nice rt the man of steel might be faster but we have wifi just saying sciencebehindtheexperience ,positive
747,HD2226A," And really, it's a middle initial versus middle name. All else the same. Not spending my time on your computer issues.", and really it s a middle initial versus middle name all else the same not spending my time on your computer issues ,negative
748,HVP854T, trying to get thru to agent since last night b/c AA changed our flight to 2 days from now. Infuriating! We need to get to SEA!, trying to get thru to agent since last night b c aa changed our flight to 2 days from now infuriating we need to get to sea ,negative
749,HC380A, flight #3739 leaving CVG. Gate agent had no computer and counted passengers on paper. I feel safe., flight 3739 leaving cvg gate agent had no computer and counted passengers on paper i feel safe ,positive
750,HD1840A," new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier", new plane gogo easy power for laptop iphone just missing a good boat style swivel cup holder for my dietcoke happyflier,positive
751,HD4006T, 3 delays 2 Cancelled Flightlations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?, 3 delays 2 cancelled flightlations a double layover and 72 hours late flightr could i at least get extra dividend miles ,negative
752,HD2660A," I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC", i had to pay extra cos that flight was no longer available just because it wouldn t accept my us card for a 1 way into nyc,negative
753,HG3855A, I don't know I've tried to call for confirmation but calls aren't going thru. Can you let me know?, i don t know i ve tried to call for confirmation but calls aren t going thru can you let me know ,neutral
754,HD4466T,. Will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? #unfriendlyskies, will breaking them in somehow make them longer so that they don t cut off the circulation in my legs unfriendlyskies,negative
755,HD4285A, I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?, i need to change a ticket and my res can t be changed online i also can t get a call through due to high volume can u help ,positive
756,HS968A, I've been on hold for one hour and four minutes for your reservations line. How can you possibly do business this way?, i ve been on hold for one hour and four minutes for your reservations line how can you possibly do business this way ,neutral
757,HD1579A,  please start flying to Guyana soon, please start flying to guyana soon,neutral
758,HD4424T, LGJW7B. I voluntarily rerouted; 1st leg of journey was in economy and was supposed to be 8B. Res agent said she'd reserve it for me, lgjw7b i voluntarily rerouted 1st leg of journey was in economy and was supposed to be 8b res agent said she d reserve it for me,neutral
759,HD1974A," I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?", i was denied use of a rear facing car seat on ua5025 an erj145 can you confirm the actual policy ,negative
760,HD1791A, waiting 12 mins and counting to get through to Global Services....something going on?, waiting 12 mins and counting to get through to global services something going on ,neutral
761,HZ1158T, but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?, but the 4 hour policy when i called and they said i didn t report it soon enough what would have changed if i had noticed sooner ,neutral
762,HD365A, how are you going to rectify this? Please direct me to your complaints department #stickingToDelta, how are you going to rectify this please direct me to your complaints department stickingtodelta,negative
763,SM491A," stranded at BWI after two diversions. No cust service, no transport. Dumped here. Terrible customer service!", stranded at bwi after two diversions no cust service no transport dumped here terrible customer service ,negative
764,HD2150A," is there nothing that can be done online to help? i bought these as a birthday present, just trying to be able to afford a change", is there nothing that can be done online to help i bought these as a birthday present just trying to be able to afford a change,positive
765,SM520A, considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?, considering it currently gold on why should i make the jump for an upcoming flight from sfo to singapore ,neutral
766,HD690A, ~45 minutes means no public transit home and an expensive cab. Promises doesn't make up for it, 45 minutes means no public transit home and an expensive cab promises doesn t make up for it,negative
767,HD81A, whose performing at T5, whose performing at t5,neutral
768,HS2228A, Will my us air points now be combined with yours?, will my us air points now be combined with yours ,neutral
769,HD1347A, I already follow you. One of you 800-number agents rebooked me. Went from a 777 to an a320. Ugh., i already follow you one of you 800 number agents rebooked me went from a 777 to an a320 ugh ,negative
770,HD2578A, I took the day off from work and drove 9 hours round trip to rescue my daughter and 3 other students from LaGuardia. Thanks!, i took the day off from work and drove 9 hours round trip to rescue my daughter and 3 other students from laguardia thanks ,positive
771,HD1951A, @SAMoore10 Thank you for your kind response.  The acknowledgement and apology go a long way! #southwestrocks, 10 thank you for your kind response the acknowledgement and apology go a long way southwestrocks,positive
772,HG2088A, havenÄĀĀt before and havenÄĀĀt this time &amp; have checked spam/junk mail just in caseÄĀĀnothing, haven t before and haven t this time have checked spam junk mail just in case nothing,negative
773,HC2554A, thanks for the great customer service today! Å”ĀĀĀÅ”ĀĀĀ, thanks for the great customer service today ,positive
774,HD1607A," thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united", thanks for that advice so helpful can t believe you guys actually charge people to fly united,positive
775,HD1421A, Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't., okay thanks if you could please update me i was told at the airport someone would call me today but they haven t ,positive
776,HD3465A, also didn't ice the frozen metal walkway. Wasted 40 minutes because no one knew how to do simple jobs., also didn t ice the frozen metal walkway wasted 40 minutes because no one knew how to do simple jobs ,negative
777,HVP2349T, WORST SERVICE EVER. Denied access to our flight and then moved flight 6 times. How hard is it to schedule a gate? @Delta next time., worst service ever denied access to our flight and then moved flight 6 times how hard is it to schedule a gate next time ,negative
778,HD4963A, can't even get on hold to wait to speak to someone-awesome, can t even get on hold to wait to speak to someone awesome,positive
779,HD4890A, my flight was Cancelled Flighted for tomorrow and hold times are long can I Cancelled Flight a leg with you?, my flight was cancelled flighted for tomorrow and hold times are long can i cancelled flight a leg with you ,negative
780,HD2751A, thanks for taking my flight off the board AND NOT PROVIDING and updates about my flight which is 26 minutes Late Flight., thanks for taking my flight off the board and not providing and updates about my flight which is 26 minutes late flight ,positive
781,HC2848A, Thank you for the JetBlue Credit. Nice save :-), thank you for the jetblue credit nice save ,positive
782,HC4988A, v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!, v nice of you to give me a breakfast voucher for 7 in an airport that almost got me a whole drink ,positive
783,HN4819A, now we are delayed until 1:02! This is ridiculous, now we are delayed until 1 02 this is ridiculous,negative
784,HVP924T, shout out to Cathy at the Vegas airport check-in for hooking us up!, shout out to cathy at the vegas airport check in for hooking us up ,neutral
785,HS1973A,"ÄĀĀ: @mwangbickler We apologize for your frustrations, Michael. Have you been rebooked?ÄĀĀ -got call back after 10 hours. Bad.", we apologize for your frustrations michael have you been rebooked got call back after 10 hours bad ,negative
786,SK2326A, I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!, i would still have my companion pass if your ridiculous airline hadn t stopped partnering with hilton hotels genius ,negative
787,HD2686A, thanks..., thanks ,positive
788,HD1030A," I love the Admiral Clubs! Thanks, hey can you follow me?", i love the admiral clubs thanks hey can you follow me ,positive
789,SC80A, unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED, unfortunately once the call was answered service was horrid swa was the role model of finger pointing excuses disappointed,negative
790,HD3755A, I have to go back home! I have to use what the company has available. But it's unfair to stay more than 24 h traveling, i have to go back home i have to use what the company has available but it s unfair to stay more than 24 h traveling,negative
791,HD1396A, no word on delay reasons @LGB but Twitter is aflame with flight tracking computer crash. Rumors. True or Not?, no word on delay reasons but twitter is aflame with flight tracking computer crash rumors true or not ,negative
792,HD3156A," Please don't trivialize me.  This is a joke, not a slow day or slow experience", please don t trivialize me this is a joke not a slow day or slow experience,negative
793,CD692A, what good with the inflight WiFi?, what good with the inflight wifi ,positive
794,SK2849A, 4473.  She just called to say it's a runway clearing problem of all things., 4473 she just called to say it s a runway clearing problem of all things ,negative
795,SK1908T, @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrateÅ”ĀĀĀ­Å”ĀĀĀ­ #DestinationDragons, when are we gonna know i have a math test tomoro and i can t concentrate destinationdragons,neutral
796,HD970A, ...YOU ARE DESPICABLE! The flight plan was lost! Now we've been sitting on the tarmac for an hour! Its a 45 min flight!, you are despicable the flight plan was lost now we ve been sitting on the tarmac for an hour its a 45 min flight ,negative
797,HD4007A, is rude a hiring requirement at key west airport shaking my head, is rude a hiring requirement at key west airport shaking my head,negative
798,HN3249A, need to chat with an actual human ASAP!, need to chat with an actual human asap ,neutral
799,HS1218A," on flight 1074 that has been delayed for hours over human errors like a food truck hitting the plane, now the lines are frozen.", on flight 1074 that has been delayed for hours over human errors like a food truck hitting the plane now the lines are frozen ,negative
800,HC2309A,"I'd like the 11c I originally tried for  - again, happy to pay the difference",i d like the 11c i originally tried for again happy to pay the difference,positive
801,HD2146A," itÄĀĀs just a bug report, guys", it s just a bug report guys,neutral
802,SK2752A, you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x., you re customer service is unbelievably bad abysmal i ve been on the phone for well over 2hrs tonight hung up on by yr ppl 3x ,negative
803,HC4328A," Nope, still sitting at the gate!", nope still sitting at the gate ,neutral
804,HD2423A, I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care, i tried to call your customer service line only to be kept in a que for over 45 mins please hold we don t care,negative
805,HD4716A, thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one., thx for nothing on getting us out of the country and back to us broken plane come on get another one ,negative
806,HVP2358T,".: Just landed. A day Late Flight with almost no sleep, but here. I feel sorry for the woman I consoled who's mother died during the night.", just landed a day late flight with almost no sleep but here i feel sorry for the woman i consoled who s mother died during the night ,negative
807,HD3345T, you need to work harder on the disconnect between your intention and the reality your passengers face, you need to work harder on the disconnect between your intention and the reality your passengers face,negative
808,HD3473A," I have now called 12 times in the last three days. That's unacceptable. I'm willing to wait on hold, but that's not an option.", i have now called 12 times in the last three days that s unacceptable i m willing to wait on hold but that s not an option ,negative
809,HD4411A,". after 50 minutes on hold, and another 30 minutes on the call yes. Going to be pushing it to get to the airport on time now", after 50 minutes on hold and another 30 minutes on the call yes going to be pushing it to get to the airport on time now,neutral
810,CN4196A,  that would be lovely! You have great people working in your organization., that would be lovely you have great people working in your organization ,positive
811,HC664A, Look into better service., look into better service ,positive
812,SD3019A, you are the worst airline in the world! From your crap website to your worthless app to your Late Flight flight. You SUCK! Just shut down., you are the worst airline in the world from your crap website to your worthless app to your late flight flight you suck just shut down ,negative
813,SK1437A, been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?, been sitting on this plane 3 15 unreal when will my 2 day nightmare end ,negative
814,HG3507A, can you tell me why all flights from XNA 2 DFW are Cancelled Flightled for tomorrow morning already?, can you tell me why all flights from xna 2 dfw are cancelled flightled for tomorrow morning already ,negative
815,HC411A, on top of that my online record was unavailable as well and then couldn't get anyone on the phone., on top of that my online record was unavailable as well and then couldn t get anyone on the phone ,negative
816,HD1630A," the one man in baggage office says ""I dunno"". HELP", the one man in baggage office says i dunno help,positive
817,HD3547A, Thanks...seat made for a 6 year old and a broken TV. 20 flights/year...my last on your airline., thanks seat made for a 6 year old and a broken tv 20 flights year my last on your airline ,negative
818,ST3405A, is the worst. Why on earth would  merge with them? I won't be flying either of them any time soon., is the worst why on earth would merge with them i won t be flying either of them any time soon ,negative
819,HS1594A," seriously, all flights from Detroit to Dallas are Cancelled Flightled 2 days in a row. I want to get home &amp; see my wife &amp; kids.", seriously all flights from detroit to dallas are cancelled flightled 2 days in a row i want to get home see my wife kids ,negative
820,HD5006A,- can you tell me what the policy is for preboarding with small children? Is that still a thing?, can you tell me what the policy is for preboarding with small children is that still a thing ,neutral
821,HD274A," Appreciate the calls when flight's delayed, but the recorded msg is tedious &amp; just goes on &amp; on. I vote for texts if practical :)", appreciate the calls when flight s delayed but the recorded msg is tedious just goes on on i vote for texts if practical ,negative
822,HD30T, A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0, a tourist wonder super tides and tide of the century at french and u k coasts ,neutral
823,HD3591A,": #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed", vipliveinthevieyard first time we tried to redeem pts for anything it really did not go well disappointed,negative
824,CD2799A," ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN", airport snow removal method 22 keep up the good work folks this is where cessna s become 747 s ,positive
825,CD2895A, I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!, i just asked my boyfriend to prom over the loudspeaker on flight 494 he said yes best day ever thank u so much ,positive
826,SC701A," ""sorry you were disappointed"" #outoftouchwithreality #people have kids and jobs", sorry you were disappointed outoftouchwithreality people have kids and jobs,negative
827,HC789A, can't fly in precipitation and @Delta has planes that don't work after 5. 3rd airline had better be a charm tomorrow., can t fly in precipitation and has planes that don t work after 5 3rd airline had better be a charm tomorrow ,negative
828,HN2431A, #787 to begin Newark-London Heathrow route on May 6 @PANYNJ @BoeingAirplanes @FroschTravel http://t.co/RdJ1MwFLg1, 787 to begin newark london heathrow route on may 6 ,neutral
829,HZ138A, I just think it's weird to have mileage as 666, i just think it s weird to have mileage as 666,negative
830,HD4784A, I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight., i was not allowed to drop my bag off for my flight that i was running 10min late flight for turns out it left over an hour late flight ,neutral
831,HD3579T," I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards", i need to be at work tomorrow at 8am therefore that doesn t help direct message faster than calling 800 number backwards,negative
832,HS159A, can you follow me so I can send the DM?, can you follow me so i can send the dm ,neutral
833,HN2451T, 502 M-phx Im still on The plane waiting And waiting, 502 m phx im still on the plane waiting and waiting,neutral
834,HC2914A," Welcome to North Texas US Air / American Air employees. 
Housing and Education are great opportunities in The GR8 State Of Texas", welcome to north texas us air american air employees housing and education are great opportunities in the gr8 state of texas,positive
835,HD813A, trying to get to Mexico in September! How about affordable nonstop flights????, trying to get to mexico in september how about affordable nonstop flights ,positive
836,HVP3935T," beware,  Barklays bank has terrible cust service. Will not assist, only know to go by badly written book(in English).", beware barklays bank has terrible cust service will not assist only know to go by badly written book in english ,negative
837,HD2134A, Karen Riedel is a rock star employee and a miracle worker.  I really appreciated her help this morning!, karen riedel is a rock star employee and a miracle worker i really appreciated her help this morning ,positive
838,SM2327A, Was just on hold with you all for TWO HOURS and then got hung up on. oh my god., was just on hold with you all for two hours and then got hung up on oh my god ,negative
839,HD454A, Any plans to make the southwest app for Android not crappy?, any plans to make the southwest app for android not crappy ,positive
840,HC1500A, yes but you did manage to lose two of our bags. Horrendous airline., yes but you did manage to lose two of our bags horrendous airline ,negative
841,HD4550T, I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!, i forgot that intl flights out of lax don t go from intl terminal easiest re check in ever woo ,positive
842,HD2623A," This is the error message: Paper tickets cannot be serviced on-line.
Please see a JetBlue Crewmember for assistance.", this is the error message paper tickets cannot be serviced on line please see a jetblue crewmember for assistance ,negative
843,HD3603A, at which point in told they have sold my voucher because I wasn't fast enough, at which point in told they have sold my voucher because i wasn t fast enough,negative
844,HD2812A, it's never too Late Flight to do the right thing, it s never too late flight to do the right thing,negative
845,CN742A, you have now lost my bag. Never ever flying United again #joke, you have now lost my bag never ever flying united again joke,negative
846,HD2744T," and how is this not a mechanical issue? All evidence points to the idea that itÄĀĀs the ILS at CLL at fault, not the weather.", and how is this not a mechanical issue all evidence points to the idea that it s the ils at cll at fault not the weather ,negative
847,HD2277A, what exactly do you hang on this hook? http://t.co/ZHxOk07Aqa, what exactly do you hang on this hook ,neutral
848,HN4573A, TWO hours on the plane at the gate?!? This is undignified behavior for you. And the apology isnÄĀĀt enough. #freedrinkcoupons, two hours on the plane at the gate this is undignified behavior for you and the apology isn t enough freedrinkcoupons,negative
849,HD2691T, thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out, thanks for the info is there a number i can call to speak to a person it s going to take an hour to type it out,positive
850,HC4653A, it that you say is going to help us? Give me a number to call that isn't a recording w a 2 hour wait time!, it that you say is going to help us give me a number to call that isn t a recording w a 2 hour wait time ,positive
851,HD4069A, my bag was Late Flight-checked and put on a different flight from OAK-&gt;MSY. Having troubles tracking it down. Any help?, my bag was late flight checked and put on a different flight from oak gt msy having troubles tracking it down any help ,negative
852,HD439A, I have submitted my complaint. I need to be compensated. How long will this take?, i have submitted my complaint i need to be compensated how long will this take ,negative
853,HD3191A," 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?", 2 cancelled flighted flights late flightr agent claimed she put me on a new flight but then cancelled flighted it coworker got on flight now delayed now ,negative
854,HD2019A, yes I can pay out of pocket that us not helping me for loosing my first class ticket to coach.   I want resolution or a comp, yes i can pay out of pocket that us not helping me for loosing my first class ticket to coach i want resolution or a comp,negative
855,HD4324T, What's the contact number for the corporate baggage office in Phoenix?, what s the contact number for the corporate baggage office in phoenix ,neutral
856,HD222A, to jump into the #Dallas #Austin market http://t.co/SzR0pioA21, to jump into the dallas austin market ,neutral
857,HD926A, HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today, help needed complaint ticketed passenger with no available seats scheduled to leave late flightr today,negative
858,HD4617A," v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude.", v upset with your disability services when i told one of your employees i was carrying medical equipment she was very rude ,negative
859,CD1754A," my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!", my flight got cancelled flightled to charlotte been on hold for an hour pls pick up ,negative
860,HD949T, sat at airport for 5 hrs still sitting at gate..  Sigh, sat at airport for 5 hrs still sitting at gate sigh,negative
861,SC4954A, crazy hold times today. Over an hour now. Help?, crazy hold times today over an hour now help ,neutral
862,HD4586A," and @DirectTV. Not to pile on, but it's time to update your in flight TV package. http://t.co/Lug4MFVWsA", and not to pile on but it s time to update your in flight tv package ,neutral
863,HC4736A, Will do :), will do ,neutral
864,HN2729A, couldn't have possibly messed up our trip anymore than they did. Thanks for being such a terrible airline. #disappointed, couldn t have possibly messed up our trip anymore than they did thanks for being such a terrible airline disappointed,negative
865,HY4644A, there is no local agent! There is no person to answer our questions and their phone service is terrible., there is no local agent there is no person to answer our questions and their phone service is terrible ,negative
866,HD1707A, big thanks to Yvonne Anthony from the Chairman's desk.  Top tier customer service today.  #outstanding #service &amp; #support., big thanks to yvonne anthony from the chairman s desk top tier customer service today outstanding service support ,positive
867,HN4573A, still can't get through and travel in 2 days. #ridiculous #donthavehighhopes, still can t get through and travel in 2 days ridiculous donthavehighhopes,negative
868,HD3109A, yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way, yes i ve boarded this way many times have never had to show my pass on the tarmac multiple times path was railed off only 1 way,neutral
869,HD2960A, I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!, i ve been on hold for an hour a half trying to change my flight to bna not very happy with customer service right now ,negative
870,ST4323A,  I sent a email to customer relations and I will be calling tomorrow., i sent a email to customer relations and i will be calling tomorrow ,neutral
871,HD4019A, just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weatherÄĀĀÄ¼ĆøĀ, just want to thank you guys for the 27 hour delay for flight aa106 from jfk due to staff shortage and not weather ¼ćø ,positive
872,HD1967A, thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW, thanks for the epic service on 863 always a pleasure outstanding crew ,positive
873,HD4011A," Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed, so I lost my boarding position.", buying early bird was pointless you moved me to a diff flight b c first one was delayed so i lost my boarding position ,negative
874,HD527A, broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now., broke the stroller my wife and baby gate checked they told her it s not their problem calling the a list preferred line now ,negative
875,CD2420A, two delayed flights today that weren't weather reLate Flightd. Keep up the good work!, two delayed flights today that weren t weather relate flightd keep up the good work ,negative
876,HG3048T, he has no priority and Iove it, he has no priority and iove it,neutral
877,HD3607A, How about moving my seats to where I bought them 4 months ago? This happens far too often..., how about moving my seats to where i bought them 4 months ago this happens far too often ,neutral
878,HD729T, seats that were assigned are inappropriate for child this age. AA knew age of child., seats that were assigned are inappropriate for child this age aa knew age of child ,negative
879,HN4276A, This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3), this is ridiculous you delayed my husband s flights made him miss his connection told him to leave his bags sent him 1 3 ,negative
880,HD881A, can you please help? you've now rebooked me incorrectly after flight was Cancelled Flightled. please fix my flt to Tuesday!!, can you please help you ve now rebooked me incorrectly after flight was cancelled flightled please fix my flt to tuesday ,negative
881,SD3019A," Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!", yo i m trying to make a change to a reservation but whenever i select the flight it says unable to price please help ,negative
882,HD476A, #ftw! ÄĀĀÄ¼ĆøĀ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw, ftw ¼ćø hope they ll sing us a song on our flight to phoenix today terminal 2 humphrey ,positive
883,SG1352A, finally through thx, finally through thx,positive
884,HD3667A, try harder. Take a winners attitude to your work., try harder take a winners attitude to your work ,negative
885,HD2110T,So appreciated! ,so appreciated ,positive
